Image id,Caption,Label,Source,Domain,
4327,"বরিষ ধরা-মাঝে শান্তির বারি
শুষ্ক হৃদয় লয়ে আছে দাঁড়াইয়ে
ঊর্ধ্বমুখে নরনারী ॥",1,,,
4328,কালো'র পটভূমিতে ণকশী কাথার নকশা আর রং'এর ছন্দে শরদিন্দু ঈদ আয়োজন ২০২৩ এর নতুন সংযোজন 'চারুলতা',1,,,
4329,"একটুকু ছোঁয়া লাগে, একটুকু কথা শুনি
তাই দিয়ে মনে মনে রচি মম ফাল্গুনী।

নীল পাড়ে লালের জমিনে শরদিন্দু ঈদ আয়োজন ২০২৩ এর নতুন সংযোজন 'ক্যামেলিয়া'",1,,,
4330,নিকষ কালোর দৃশ্যপটে মুঘল চিত্রকলার ছন্দে শরদিন্দু ঈদ আয়োজন ২০২৩ এর সর্বশেষ সংযোজন 'আইরিস',1,,,
4331,"আম্মার গাছে হওয়া ৩৫ টি আমের ভেতর নিজের ভাগের ৭ টি আম, দুইটি আনারের ভেতর অর্ধেক আনারের ভাগ বুঝে নিতে আসলাম।🫡
লেবু হয়েছিল ৩/৪ টা,কিন্তু সেগুলো নাকি চুরি হয়েছে আম্মা জানাল।
আম্মার সন্দেহের তীর পাশের বাসার এক ফটকা পিচ্চির দিকে।",0,,,
4332,দেশী বিলিয়ার্ড বোর্ড,0,,,
4333,"এসএসসি পরীক্ষার সময় আমাদের স্কুলের স্যাররা একটা বিরাট 'উপকার' করসিল!
সরকারি চাকরির বয়স যাতে বেশিদিন থাকে-তাই সবার বয়স এক বছর করে কমায় দিল রেজিষ্ট্রেশন এর কাগজে।
",0,,,
4334,"মোহাম্মদপুর থেকে রওনা দিসি, এখন সাইন্সল্যাবের কাছাকাছি।
মামা, উল্টা রাস্তা দিয়া রওনা দিসে, ভাউ রাস্তা কিংবা এলাকার ভিতরের রাস্তায় ঢোকার কোন লক্ষন দেখতাসি না মামা'র ভেতর।",0,,,
4335,"জীবনে দুইটা কাজ effortlessly করতে পারি।
১. সুন্দর দুধ চা বানাইতে,
২.চা টা সুন্দর মত পান করে আবার সুন্দর করে ঘুমায় যাইতে।
🙂",0,,,
4336,আপনি যদি ভূমিকাটি পছন্দ না করেন তবে আপনি যে ভূমিকাটি চান তা পুনরায় তৈরি করার ক্ষমতা আপনার আছে',0,,,
4337,আক্কেল দাত ফেলায় দিসি-১,0,,,
4338,"আম্মা ইদানীং ফেসবুকে ভ্লগ এবং রান্না বান্নার ভিডিও বিষয়টা ভালোমত বুঝছে।
তারমত ই কেউ একজন যে তার বাসার নিত্য দিনকার রান্না করা,কাটা বাছার ভিডিও করে সেটা ফেসবুকে দিয়ে দেয়- এটা মাথায় ঢুকছে।
গায়িকা কনকচাপা সহ লন্ডন,ফ্রান্স,অস্ট্রেলিয়া-বিশ্বের নানা প্রান্তের রান্না বান্না বিষয়ক ভ্লগারদের ফ্যান সে।",0,,,
4339,মে রেইন,0,,,
4340,"আর হাজারো জীবন,
আমি আমার আম্মার সন্তান হতে চাই।",0,,,
4341,"কিছু পলাশের নেশা, কিছু বা চাঁপায় মেশা,
তাই দিয়ে সুরে সুরে রঙে রসে জাল বুনি॥

শরদিন্দু ঈদ আয়োজন ২০২৩ এর নতুন সংযোজন 'ইন্দুলেখা'",1,,,
4342,"শরদিন্দু পূজা আয়োজন -২০২৩ এর নতুন সংযোজন 'চন্দনা'

বিবরনঃ
জামা- ৬০ ইঞ্চি বহরের আড়াই গজ প্রিমিয়াম কটন কাপড়ে স্ক্রিন প্রিন্ট।",1,,,
4343,"শরদিন্দু পূজা আয়োজন -২০২৩ এর নতুন সংযোজন -'বাসন্তী'

বিবরনঃ
জামা- ৬০ ইঞ্চি বহরের আড়াই গজ প্রিমিয়াম কটন কাপড়ে স্ক্রিন প্রিন্ট।",1,,,
4344,"শরদিন্দু পূজা আয়োজন -২০২৩ এর নতুন সংযোজন 'নয়নতারা'

বিবরনঃ
জামা- ৬০ ইঞ্চি বহরের আড়াই গজ প্রিমিয়াম কটন কাপড়ে স্ক্রিন প্রিন্ট।",1,,,
4345,শাড়ি-- সাত গজ টাঙ্গাইলের সিল্ক শাড়ীতে এমব্রয়ডারি জরি সুতার কাজ । এটা টাংগাইল সিল্ক এর একটি ভ্যারিয়েন্ট দেখতে অনেকটা রাজশাহীর মসলিনের মতো। রানিং ব্লাউজ পিস থাকবে। শাড়িটি অফ হোয়াইট কালার।,1,,,
4346,"আমি আনতে পারি আলতা, চুড়ি,
ঢাকাই শাড়ি, গহনা;
গানের কথায় হোক কিংবা হৃদয়ে-ঢাকাই জামদানির তুলনা হয় না যেন।
আর সেই জামদানি মোটিফে শরদিন্দু ঈদ আয়োজন-২০২২ এর নতুন সংযোজন 'কটিহার'
",1,,,
4347,"একা ঝিলের জলে শালুক পদ্ম তোলে কে
​​ ​​ ​​ ​​ ​​​​ ভ্রমর-কুন্তলা কিশোরী?
আধেক অঙ্গ জলে,​​ রূপের লহর তোলে
​​ ​​ ​​​​ সে ফুল দেখে বেভুল সিনান বিসরি॥
",1,,,
4348,"বিবরনঃ
জামা- ৪০ ইঞ্চি বহরের চার গজ কটন কাপড়ে ডিজিটাল প্রিন্ট

মূল্য-
আনস্টিচ জামা - ১৪৭০ টাকা",1,,,
4349,"গ্লাডিওলাস'

জামার বিবরনঃ
জামা- সাড়ে তিন হাত বহরের দুই গজ ডাবল জর্জেটে ডিজিটাল প্রিন্ট এবং রিবন ও ডলার বসানো
ওড়না- জর্জেটে ডিজিটাল প্রিন্ট (৯০ ইঞ্চি লং)
পায়জামা- আড়াই গজ টরে কাপড়ে ডিজিটাল প্রিন্ট
",1,,,
4350,"ওড়না- পিওরে ডিজিটাল প্রিন্ট
পায়জামা- আড়াই গজ কটনে ডিজিটাল প্রিন্ট",1,,,
4351,"কালকে রাত নয়টায় ঘুম দিলাম, মাঝখানে রাত তিনটায় উঠে বৃষ্টি দেখতে দেখতে ভাত খেয়ে ঘুম দিলাম আবার।
আজকে বিকাল তিনটায় উঠে ভাত খাইলাম,এরপর আবার ঘুম দেব।",0,,,
4352,"সামার' কে লাভ করতে চলে আসলাম, গাইজ! 🤲
ওকে আমি এবার ভালোবাসা দিয়ে ঠিক করে ফেলব",0,,,
4353,জীবনের এই পর্যায়ে কারো সাথে 'তালগাছ আমার' টাইপ কাবজাব লাগলে তালগাছ আর নিতে মন চায় না আমার।,0,,,
4354,"আমি আমার মেকআপ, ফিট এবং খাবারের জন্য সমস্ত অর্থ ব্যয় করার পরে আমরা একবার বাঁচি কিন্তু আজ পরের দিন এবং আমাকে দুবার দিন বাঁচতে হবে।",0,,,
4355,কালকে ওরে সোফার রুমে ঘুমে রেখে এসে আমি বেডরুমে ঘুমাই পড়সি,0,,,
4356,চা,0,,,
4357,"যেদিন মনে করেন-চুল টুল এক্টু আচড়ানো থাকে,চোখে মাশকারা আইলাইনার থাকে,সেদিন ক্যাম্পাসের পাশের চাইনিজ নুডলসের দোকান থেকে ৩ টা মোমো কিনলে তার সাথে ২ টা চামচ আর ৮ টা টিস্যু দেয় সেলসে থাকা ব্রিটিশ ছেলেটা।",0,,,
4358,ছোট চুলের ডোরা দ্যা এক্সপ্লোরার যুগের সমাপ্তি,0,,,
4359,"সানবাথ টাইম,গাইজ। ",0,,,
4360,"মাঝে মাঝে নিজের রান্না খেয়ে মন চায় নিজেই মিউজিয়ামে গিয়ে কোন একটা সেলফের ভেতর ঢুকে পড়ি, টিকেট কিনে লোকে দেখবে-এমন অসাধারণ রাধুনি কে। ",0,,,
4361,যারা শরদিন্দু তৈরি করছে,1,,,
4362,যারা শরদিন্দু তৈরি করছে,1,,,
4363,যারা শরদিন্দু তৈরি করছে,1,,,
4364,যারা শরদিন্দু তৈরি করছে,1,,,
4365,যারা শরদিন্দু তৈরি করছে,1,,,
4366,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4367,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4368,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4369,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4370,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4371,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4372,"অপু বিশ্বাস আমাদের লেখা পড়া গোপনে?
বাদাম বাসজাম??
আলভিনার কালেকশন পরা",1,,,
4373,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4374,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4375,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4376,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4377,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4378,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4379,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4380,"বেগুন রঙে যখন উরাধুরা
আলভিনার কালেকশন পরা",1,,,
4381,"স্বর্ণালী সুতোয় অভিজ্ঞ লাল বেনারসি
• আদি মোহিনী মোহন কাঞ্জিলাল বাংলাদেশ
• রাজ জুয়েলার্স লি.",1,,,
4382,"স্বর্ণালী সুতোয় অভিজ্ঞ লাল বেনারসি
• আদি মোহিনী মোহন কাঞ্জিলাল বাংলাদেশ
• রাজ জুয়েলার্স লি.",1,,,
4383,"স্বর্ণালী সুতোয় অভিজ্ঞ লাল বেনারসি
• আদি মোহিনী মোহন কাঞ্জিলাল বাংলাদেশ
• রাজ জুয়েলার্স লি.",1,,,
4384,"স্বর্ণালী সুতোয় অভিজ্ঞ লাল বেনারসি
• আদি মোহিনী মোহন কাঞ্জিলাল বাংলাদেশ
• রাজ জুয়েলার্স লি.",1,,,
4385,"আমরা মন চাইল বিপরীত থেকে যেটা টানাটানি।
যেটা আছে নিজের পছন্দ নিয়ে, যেটা না কখনো কখনোই আপনার নাম, হবেনা।
আলভিনার কালেকশন পরা",1,,,
4386,"আমরা মন চাইল বিপরীত থেকে যেটা টানাটানি।
যেটা আছে নিজের পছন্দ নিয়ে, যেটা না কখনো কখনোই আপনার নাম, হবেনা।
আলভিনার কালেকশন পরা",1,,,
4387,"আমরা মন চাইল বিপরীত থেকে যেটা টানাটানি।
যেটা আছে নিজের পছন্দ নিয়ে, যেটা না কখনো কখনোই আপনার নাম, হবেনা।
আলভিনার কালেকশন পরা",1,,,
4388,"আমরা মন চাইল বিপরীত থেকে যেটা টানাটানি।
যেটা আছে নিজের পছন্দ নিয়ে, যেটা না কখনো কখনোই আপনার নাম, হবেনা।
আলভিনার কালেকশন পরা",1,,,
4389,"রং তুলোকে কোন বিষয় জীবনন?
কালো, হলুদ, গোলাপিন সবুজ???
আলভিনার কালেকশন পরা",1,,,
4390,"রং তুলোকে কোন বিষয় জীবনন?
কালো, হলুদ, গোলাপিন সবুজ???
আলভিনার কালেকশন পরা",1,,,
4391,"রং তুলোকে কোন বিষয় জীবনন?
কালো, হলুদ, গোলাপিন সবুজ???
আলভিনার কালেকশন পরা",1,,,
4392,"রং তুলোকে কোন বিষয় জীবনন?
কালো, হলুদ, গোলাপিন সবুজ???
আলভিনার কালেকশন পরা",1,,,
4393,"রং তুলোকে কোন বিষয় জীবনন?
কালো, হলুদ, গোলাপিন সবুজ???
আলভিনার কালেকশন পরা",1,,,
4394,"অনেক খানি গুলুমুলু আরকি
#আলভিনার কালেকশন",1,,,
4395,"অনেক খানি গুলুমুলু আরকি
#আলভিনার কালেকশন",1,,,
4396,"অনেক খানি গুলুমুলু আরকি
#আলভিনার কালেকশন",1,,,
4397,"লালন তরল ম্যাট লিপস্টিক 🥰
@শীর্ষ ভক্ত
স্মার্ট শপিংবিডি",1,,,
4398,"লালন তরল ম্যাট লিপস্টিক 🥰
@শীর্ষ ভক্ত
স্মার্ট শপিংবিডি",1,,,
4399,"লালন তরল ম্যাট লিপস্টিক 🥰
@শীর্ষ ভক্ত
স্মার্ট শপিংবিডি",1,,,
4400,"লালন তরল ম্যাট লিপস্টিক 🥰
@শীর্ষ ভক্ত
স্মার্ট শপিংবিডি",1,,,
4401,"ঈদের মেইন জামা #বুটিক #ঈদ
আলভিনার কালেকশন
@শীর্ষ ভক্ত",1,,,
4402,"ঈদের মেইন জামা #বুটিক #ঈদ
আলভিনার কালেকশন
@শীর্ষ ভক্ত",1,,,
4403,"ঈদের মেইন জামা #বুটিক #ঈদ
আলভিনার কালেকশন
@শীর্ষ ভক্ত",1,,,
4404,"ঈদের মেইন জামা #বুটিক #ঈদ
আলভিনার কালেকশন
@শীর্ষ ভক্ত",1,,,
4405,"ঈদের মেইন জামা #বুটিক #ঈদ
আলভিনার কালেকশন
@শীর্ষ ভক্ত",1,,,
4406,সাদা ভাত পাতে ইলিশের দোপেয়াজা,0,,,
4407,"একদিন আপনি এক অজানা পর্যটন শহরে থাকবেন, আপনি আপনার নিজের দোকান সাজিয়ে ফেলবেন-প্রেম, শান্তি, সমৃদ্ধি থাকবে'- আমার ভিশন বোর্ড থেকে আরেকটি মুহূর্ত সত্য হয়েছে!
গত সেপ্টেম্বরে ৪টি স্যুটকেস নিয়ে যুক্তরাজ্যে এসেছি, আমার জীবনের ২৬ বছর ঢাকায় ফিরে এসেছি।",0,,,
4408,"একদিন আপনি এক অজানা পর্যটন শহরে থাকবেন, আপনি আপনার নিজের দোকান সাজিয়ে ফেলবেন-প্রেম, শান্তি, সমৃদ্ধি থাকবে'- আমার ভিশন বোর্ড থেকে আরেকটি মুহূর্ত সত্য হয়েছে!
গত সেপ্টেম্বরে ৪টি স্যুটকেস নিয়ে যুক্তরাজ্যে এসেছি, আমার জীবনের ২৬ বছর ঢাকায় ফিরে এসেছি।",0,,,
4409,"একদিন আপনি এক অজানা পর্যটন শহরে থাকবেন, আপনি আপনার নিজের দোকান সাজিয়ে ফেলবেন-প্রেম, শান্তি, সমৃদ্ধি থাকবে'- আমার ভিশন বোর্ড থেকে আরেকটি মুহূর্ত সত্য হয়েছে!
গত সেপ্টেম্বরে ৪টি স্যুটকেস নিয়ে যুক্তরাজ্যে এসেছি, আমার জীবনের ২৬ বছর ঢাকায় ফিরে এসেছি।",0,,,
4410,"একদিন আপনি এক অজানা পর্যটন শহরে থাকবেন, আপনি আপনার নিজের দোকান সাজিয়ে ফেলবেন-প্রেম, শান্তি, সমৃদ্ধি থাকবে'- আমার ভিশন বোর্ড থেকে আরেকটি মুহূর্ত সত্য হয়েছে!
গত সেপ্টেম্বরে ৪টি স্যুটকেস নিয়ে যুক্তরাজ্যে এসেছি, আমার জীবনের ২৬ বছর ঢাকায় ফিরে এসেছি।",0,,,
4411,"একদিন আপনি এক অজানা পর্যটন শহরে থাকবেন, আপনি আপনার নিজের দোকান সাজিয়ে ফেলবেন-প্রেম, শান্তি, সমৃদ্ধি থাকবে'- আমার ভিশন বোর্ড থেকে আরেকটি মুহূর্ত সত্য হয়েছে!
গত সেপ্টেম্বরে ৪টি স্যুটকেস নিয়ে যুক্তরাজ্যে এসেছি, আমার জীবনের ২৬ বছর ঢাকায় ফিরে এসেছি।",0,,,
4412,শরদিন্দু শাড়ি যা গল্পের মতো মনে হয়,0,,,
4413,শরদিন্দু শাড়ি যা গল্পের মতো মনে হয়,0,,,
4414,শরদিন্দু শাড়ি যা গল্পের মতো মনে হয়,0,,,
4415,"শনিবার সকালের নাস্তা, ইয়াম ইয়াম",0,,,
4416,"শনিবার সকালের নাস্তা, ইয়াম ইয়াম",0,,,
4417,"শনিবার সকালের নাস্তা, ইয়াম ইয়াম",0,,,
4418,কারণ কিছু ক্ষেত্রে- কিছু লোক এটাও বলেছিল যে 'এই মেয়েটি উচ্চ বিদ্যালয়ও পাশ করবে না' বা 'সে টমবয়' বা 'তার স্নাতক হওয়ার পরে কেউ আপনাকে নিয়োগ দেবে না'।,0,,,
4419,"দৃশ্যের আড়ালে ☘️
নতুন লঞ্চ হওয়া রাজশাহী সিল্ক মসলিন স্যুটটি নিন",1,,,
4420,"দৃশ্যের আড়ালে ☘️
নতুন লঞ্চ হওয়া রাজশাহী সিল্ক মসলিন স্যুটটি নিন",1,,,
4421,"দৃশ্যের আড়ালে ☘️
নতুন লঞ্চ হওয়া রাজশাহী সিল্ক মসলিন স্যুটটি নিন",1,,,
4422,"ঈদ উল আযহা-২৪'-এর শ্যুটিং-এর ৩য় দিন হয়েছে এবং মসৃণভাবে প্যাক আপ! 🤝✊
লঞ্চের দিন পর্যন্ত অপেক্ষা করতে পারি না :')",0,,,
4423,"ঈদ উল আযহা-২৪'-এর শ্যুটিং-এর ৩য় দিন হয়েছে এবং মসৃণভাবে প্যাক আপ! 🤝✊
লঞ্চের দিন পর্যন্ত অপেক্ষা করতে পারি না :')",0,,,
4424,"ঈদ উল আযহা-২৪'-এর শ্যুটিং-এর ৩য় দিন হয়েছে এবং মসৃণভাবে প্যাক আপ! 🤝✊
লঞ্চের দিন পর্যন্ত অপেক্ষা করতে পারি না :')",0,,,
4425,"ঈদ উল আযহা-২৪'-এর শ্যুটিং-এর ৩য় দিন হয়েছে এবং মসৃণভাবে প্যাক আপ! 🤝✊
লঞ্চের দিন পর্যন্ত অপেক্ষা করতে পারি না :')",0,,,
4426,"ঈদ উল আযহা-২৪'-এর শ্যুটিং-এর ৩য় দিন হয়েছে এবং মসৃণভাবে প্যাক আপ! 🤝✊
লঞ্চের দিন পর্যন্ত অপেক্ষা করতে পারি না :')",0,,,
4427,"এবং এখানে এটা যায়!
আপনার মেয়ের মস্তিষ্কের সন্তান এইমাত্র বিশ্বব্যাপী চলে গেছে!",0,,,
4428,"এবং এখানে এটা যায়!
আপনার মেয়ের মস্তিষ্কের সন্তান এইমাত্র বিশ্বব্যাপী চলে গেছে!",0,,,
4429,"এবং এখানে এটা যায়!
আপনার মেয়ের মস্তিষ্কের সন্তান এইমাত্র বিশ্বব্যাপী চলে গেছে!",0,,,
4430,"এবং এখানে এটা যায়!
আপনার মেয়ের মস্তিষ্কের সন্তান এইমাত্র বিশ্বব্যাপী চলে গেছে!",0,,,
4431,"এবং এখানে এটা যায়!
আপনার মেয়ের মস্তিষ্কের সন্তান এইমাত্র বিশ্বব্যাপী চলে গেছে!",0,,,
4432,আমার আত্মা সবুজের অন্তর্গত,0,,,
4433,বন্ধুদের সাথে ট্যুর প্ল্যান করার পর ট্যুরের দিন বাস স্ট্যান্ড গিয়ে যখন দেখি কেউ ই আসে নাই :,0,,,
4434,ঈদুল আজহা-২৪' শুটিং ডে-১ ডাম্প,0,,,
4435,ঈদুল আজহা-২৪' শুটিং ডে-১ ডাম্প,0,,,
4436,ঈদুল আজহা-২৪' শুটিং ডে-১ ডাম্প,0,,,
4437,ঈদুল আজহা-২৪' শুটিং ডে-১ ডাম্প,0,,,
4438,যে হাজার হাজার অপ্রত্যাশিত ভাল মেকআপ আউটপুট পরে স্ন্যাপ!,0,,,
4439,যে হাজার হাজার অপ্রত্যাশিত ভাল মেকআপ আউটপুট পরে স্ন্যাপ!,0,,,
4440,যে হাজার হাজার অপ্রত্যাশিত ভাল মেকআপ আউটপুট পরে স্ন্যাপ!,0,,,
4441,একটি সংক্ষিপ্ত কিন্তু ফলপ্রসূ ব্যবসায়িক ভ্রমণের পর লন্ডনে ফিরে,0,,,
4442,একটি সংক্ষিপ্ত কিন্তু ফলপ্রসূ ব্যবসায়িক ভ্রমণের পর লন্ডনে ফিরে,0,,,
4443,একটি সংক্ষিপ্ত কিন্তু ফলপ্রসূ ব্যবসায়িক ভ্রমণের পর লন্ডনে ফিরে,0,,,
4444,আম্মা ,0,,,
4445,"হৃদয়ের সবচেয়ে কাছের ছাদ 🦋
প্রিয় বাড়ি, আমি এখানে আছি।",0,,,
4446,"হৃদয়ের সবচেয়ে কাছের ছাদ 🦋
প্রিয় বাড়ি, আমি এখানে আছি।",0,,,
4447,"হৃদয়ের সবচেয়ে কাছের ছাদ 🦋
প্রিয় বাড়ি, আমি এখানে আছি।",0,,,
4448,"হৃদয়ের সবচেয়ে কাছের ছাদ 🦋
প্রিয় বাড়ি, আমি এখানে আছি।",0,,,
4449,আমার সাম্প্রতিক পড়া থেকে শব্দ,0,,,
4450,"হ্যালো, ঢাকা!",0,,,
4451,"আগামীকাল একটি নতুন সিরিজ শুরু হচ্ছে, কোন অনুমান?",0,,,
4452,কই মাছ দিয়ে আলু-টমেটোর ঝোল,0,,,
4453,প্রধান চরিত্র শক্তি,0,,,
4454,প্রধান চরিত্র শক্তি,0,,,
4455,প্রধান চরিত্র শক্তি,0,,,
4456,"মাস্টার শিফুর ওজন বেড়ে গেসে,তাই নিজেই নিজেকে রোদে শুকা দিসে।",0,,,
4457,আপনি কি কখনও ভেবে দেখেছেন- কেন আপনার চারপাশে কিছু মানুষ তাদের চারপাশে ঘটতে থাকা সব ভালো জিনিসই 'সৌভাগ্যবান' একজন বা 'ঈশ্বরের প্রিয় সন্তান'?,0,,,
4458,"হ্যালো, টিউলিপস থেকে",0,,,
4459,"হ্যালো, টিউলিপস থেকে",0,,,
4460,"হ্যালো, টিউলিপস থেকে",0,,,
4461,"শুভ নববর্ষ ১৪৩১ 🌻
নতুন বছর সবার জীবনে বয়ে আনুক সুখ,সমৃদ্ধি আর সম্প্রীতি।🌸",0,,,
4462,বিলাই সমাজের ঋতিক রৌশন ,0,,,
4463,"ঈদ মোবারক, আমার মানুষ!! 🍓🍓
এই ঈদ আপনার উজ্জ্বল হোক।",0,,,
4464,"ঈদ মোবারক, আমার মানুষ!! 🍓🍓
এই ঈদ আপনার উজ্জ্বল হোক।",0,,,
4465,"ঈদ মোবারক, আমার মানুষ!! 🍓🍓
এই ঈদ আপনার উজ্জ্বল হোক।",0,,,
4466,"হ্যা,শিফু একটা পদ্ম ফুল লেটকায় ভেটকায় দিয়েছে",0,,,
4467,"হ্যা,শিফু একটা পদ্ম ফুল লেটকায় ভেটকায় দিয়েছে",0,,,
4468,"হ্যা,শিফু একটা পদ্ম ফুল লেটকায় ভেটকায় দিয়েছে",0,,,
4469,"১০০ বছর পর দুই বেনী করলাম,এবার বলেন আমার বয়স কত্?",0,,,
4470,"যে কোন উৎসব আছে*
বাঙালী মেয়েরা এরকম হয়:",0,,,
4471,"এটা একটা মেয়ের ফ্যাশন এবং লাইফ স্টাইল ভ্লগিং এর পেজ।
এখানে সে শাড়ি,সালোয়ার কামিজ, শেমিজ, শর্ট স্কার্ট,টি শার্ট সহ তার পছন্দের সকল পোশাক পড়বে এবং সেটার ছবি এবং ভিডিও দেবে।
আপনাদের যাদের নারীদের পোশাকে এলার্জি-তারা এখানে না থাকলে ও চলবে।",0,,,
4472,"যেদিন আমরা নাম পেলাম 'একটি বাংলাদেশ' 🇧🇩
স্বাধীনতা দিবসের শুভেচ্ছা রইল সকল প্রানে, বাংলাদেশ চিরজীবী হোক!",0,,,
4473,"কত মাস পর নিশ্চিত নই, 'কন্টেন্ট শ্যুটিং'-এর জন্য পুরো একটা দিন কাটিয়েছি!! হয়তো এটাই জীবন!",0,,,
4474,"কত মাস পর নিশ্চিত নই, 'কন্টেন্ট শ্যুটিং'-এর জন্য পুরো একটা দিন কাটিয়েছি!! হয়তো এটাই জীবন!",0,,,
4475,"কত মাস পর নিশ্চিত নই, 'কন্টেন্ট শ্যুটিং'-এর জন্য পুরো একটা দিন কাটিয়েছি!! হয়তো এটাই জীবন!",0,,,
4476,কালো'র পটভূমিতে ,0,,,
4477,কালো'র পটভূমিতে ,0,,,
4478,কালো'র পটভূমিতে ,0,,,
4479,তিন বেলা ক্যাটফুড খেয়ে রোজা রাখার পর ও রোজায় ধরসে স্যার-কে,0,,,
4480,স্বল্পতম সময়ের মধ্যে মুড সুইং করার জন্য আমি #অস্কারের যোগ্য!,0,,,
4481,স্বল্পতম সময়ের মধ্যে মুড সুইং করার জন্য আমি #অস্কারের যোগ্য!,0,,,
4482,স্বল্পতম সময়ের মধ্যে মুড সুইং করার জন্য আমি #অস্কারের যোগ্য!,0,,,
4483,"পবিত্র মাহে রমজানের শুভেচ্ছা সবাইকে।
সুন্দর হোক সবার সময়। ",0,,,
4484,ওহে,0,,,
4485,"শুভ নারী দিবস, বোনেরা!!",0,,,
4486,ঈদ-2024 এর শুটিং এর আগে চূড়ান্ত বিচার 'পরিধান_শর্দিদু'!!,0,,,
4487,সাপ্তাহিক রোদের ডাম্প,0,,,
4488,সাপ্তাহিক রোদের ডাম্প,0,,,
4489,সাপ্তাহিক রোদের ডাম্প,0,,,
4490,সাপ্তাহিক রোদের ডাম্প,0,,,
4491,সাপ্তাহিক রোদের ডাম্প,0,,,
4492,সাপ্তাহিক রোদের ডাম্প,0,,,
4493,প্রিয় অভিভাবক ',0,,,
4494,রোজায় ধরসে স্যার-কে,0,,,
4495,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4496,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4497,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4498,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4499,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4500,"আরুনিকা-অরুনিকার সাথে আমার কর্নারে মর্নিং কফি
ধন্যবাদ,, প্রতিটি সৃজনশীল টুকরা পছন্দ..",0,,,
4501,"ধন্যবাদ মা, এই পৃথিবীতে আসার জন্য। ধন্যবাদ আমাকে পূর্ণতা দেওয়ার জন্য। ধন্যবাদ আমাকে সবচেয়ে বেশি ভালোবাসার জন্য। তোমার জন্য সব করতে রাজি আমি আম্মু। ভালোবাসি অনেক তোমাকে মা। আমার এই ছোট পৃথিবীর রঙিন আলো তুমি।
আমার ছায়া তুমি।
শুভ জন্মদিন আম্মু। ❤️
আমার ছোট বুলবুলি পাখি আজকের এই দিনে ২ বছর পূর্ণ করলো।
আলহামদুলিল্লাহ। আল্লাহ তোমার কাছে হাজার শুকরিয়া।",0,,,
4502,Bio-Xin গ্লোয়িং ঈদ অফার - স্কিন কেয়ারে পাচ্ছেন ৭৫% পর্যন্ত ছাড়,1,,,
4503,"ব্র্যান্ডেড ডার্মো কসমেটিকসে থাকছে ৭৫% পর্যন্ত ডিসকাউন্ট। 
🔹ডক্টর কনসালটেশন একদম ফ্রি!",1,,,
4504,"নিউট্রিশনিস্ট কাউন্সেলিং একদম ফ্রি! 
🔹শিশুর নিরাপত্তায় বেবল বেবি কেয়ার প্রোডাক্টসে থাকছে ফ্ল্যাট ২০% ডিসকাউন্ট
🔹স্মার্ট লাইফস্টাইল প্রোডাক্টস ও বিউটি সাপ্লিমেন্টসে থাকছে ফ্ল্যাট ২০% ডিসকাউন্ট।",1,,,
